YEAR,MO,DY,HR,TWL
2021,7,14,21,3322
2021,7,14,22,3224
2021,7,14,23,3173
2021,7,15,0,3209
2021,7,15,1,3328
2021,7,15,2,3472
2021,7,15,3,3602
2021,7,15,4,3725
2021,7,15,5,3808
2021,7,15,6,3795
2021,7,15,7,3665
2021,7,15,8,3523
2021,7,15,9,3398
2021,7,15,10,3283
2021,7,15,11,3212
2021,7,15,12,3206
2021,7,15,13,3282
2021,7,15,14,3427
2021,7,15,15,3546
2021,7,15,16,3651
2021,7,15,17,3750
2021,7,15,18,3787
2021,7,15,19,3711
2021,7,15,20,3568
2021,7,15,21,3427
2021,7,15,22,3317
2021,7,15,23,3231
2021,7,16,0,3218
2021,7,16,1,3286
2021,7,16,2,3410
2021,7,16,3,3551
2021,7,16,4,3675
2021,7,16,5,3790
2021,7,16,6,3846
2021,7,16,7,3791
2021,7,16,8,3661
2021,7,16,9,3528
2021,7,16,10,3393
2021,7,16,11,3284
2021,7,16,12,3222
2021,7,16,13,3221
2021,7,16,14,3304
2021,7,16,15,3448
2021,7,16,16,3586
2021,7,16,17,3693
2021,7,16,18,3775
2021,7,16,19,3811
2021,7,16,20,3738
2021,7,16,21,3607
2021,7,16,22,3474
2021,7,16,23,3377
2021,7,17,0,3301
2021,7,17,1,3284
2021,7,17,2,3339
2021,7,17,3,3485
2021,7,17,4,3606
2021,7,17,5,3729
2021,7,17,6,3827
2021,7,17,7,3873
2021,7,17,8,3816
2021,7,17,9,3683
2021,7,17,10,3540
2021,7,17,11,3419
2021,7,17,12,3304
2021,7,17,13,3249
2021,7,17,14,3248
2021,7,17,15,3345
2021,7,17,16,3507
2021,7,17,17,3622
2021,7,17,18,3740
2021,7,17,19,3837
2021,7,17,20,3863
2021,7,17,21,3788
2021,7,17,22,3651
2021,7,17,23,3525
2021,7,18,0,3405
2021,7,18,1,3321
2021,7,18,2,3305
2021,7,18,3,3357
2021,7,18,4,3486
2021,7,18,5,3607
2021,7,18,6,3717
2021,7,18,7,3813
2021,7,18,8,3854
2021,7,18,9,3788
2021,7,18,10,3648
2021,7,18,11,3511
2021,7,18,12,3385
2021,7,18,13,3277
2021,7,18,14,3206
2021,7,18,15,3226
2021,7,18,16,3330
2021,7,18,17,3478
2021,7,18,18,3617
2021,7,18,19,3746
2021,7,18,20,3852
2021,7,18,21,3886
2021,7,18,22,3815
2021,7,18,23,3678
2021,7,19,0,3542
2021,7,19,1,3426
2021,7,19,2,3355
2021,7,19,3,3320
2021,7,19,4,3374
2021,7,19,5,3496
2021,7,19,6,3623
2021,7,19,7,3723
2021,7,19,8,3823
2021,7,19,9,3860
2021,7,19,10,3804
2021,7,19,11,3658
2021,7,19,12,3509
2021,7,19,13,3374
2021,7,19,14,3263
2021,7,19,15,3201
2021,7,19,16,3206
2021,7,19,17,3299
2021,7,19,18,3447
2021,7,19,19,3587
2021,7,19,20,3716
2021,7,19,21,3832
2021,7,19,22,3883
2021,7,19,23,3828
2021,7,20,0,3674
2021,7,20,1,3534
2021,7,20,2,3414
2021,7,20,3,3319
2021,7,20,4,3284
2021,7,20,5,3335
2021,7,20,6,3455
2021,7,20,7,3590
2021,7,20,8,3702
2021,7,20,9,3796
2021,7,20,10,3828
2021,7,20,11,3779
2021,7,20,12,3648
2021,7,20,13,3495
2021,7,20,14,3343
2021,7,20,15,3232
2021,7,20,16,3165
2021,7,20,17,3164
2021,7,20,18,3273
2021,7,20,19,3431
2021,7,20,20,3595
2021,7,20,21,3721
2021,7,20,22,3827
2021,7,20,23,3874
2021,7,21,0,3813
2021,7,21,1,3666
2021,7,21,2,3514
2021,7,21,3,3391
2021,7,21,4,3289
2021,7,21,5,3255
2021,7,21,6,3302
2021,7,21,7,3426
2021,7,21,8,3581
2021,7,21,9,3701
2021,7,21,10,3796
2021,7,21,11,3844
2021,7,21,12,3807
2021,7,21,13,3636
2021,7,21,14,3477
2021,7,21,15,3337
2021,7,21,16,3209
2021,7,21,17,3135
2021,7,21,18,3137
2021,7,21,19,3240
2021,7,21,20,3415
2021,7,21,21,3579
2021,7,21,22,3732
2021,7,21,23,3852
2021,7,22,0,3902
2021,7,22,1,3838
2021,7,22,2,3678
2021,7,22,3,3527
2021,7,22,4,3394
2021,7,22,5,3288
2021,7,22,6,3246
2021,7,22,7,3296
2021,7,22,8,3421
2021,7,22,9,3575
2021,7,22,10,3709
2021,7,22,11,3819
2021,7,22,12,3869
2021,7,22,13,3818
2021,7,22,14,3643
2021,7,22,15,3470
2021,7,22,16,3325
2021,7,22,17,3201
2021,7,22,18,3126
2021,7,22,19,3127
2021,7,22,20,3247
2021,7,22,21,3441
2021,7,22,22,3618
2021,7,22,23,3787
2021,7,23,0,3931
2021,7,23,1,3972
2021,7,23,2,3869
2021,7,23,3,3684
2021,7,23,4,3531
2021,7,23,5,3382
2021,7,23,6,3276
2021,7,23,7,3244
2021,7,23,8,3311
2021,7,23,9,3463
2021,7,23,10,3625
2021,7,23,11,3755
2021,7,23,12,3855
2021,7,23,13,3903
2021,7,23,14,3841
2021,7,23,15,3658
2021,7,23,16,3485
2021,7,23,17,3326
2021,7,23,18,3199
2021,7,23,19,3120
2021,7,23,20,3134
2021,7,23,21,3261
2021,7,23,22,3458
2021,7,23,23,3644
2021,7,24,0,3819
2021,7,24,1,3922
2021,7,24,2,3957
2021,7,24,3,3839
2021,7,24,4,3654
2021,7,24,5,3508
2021,7,24,6,3368
2021,7,24,7,3266
2021,7,24,8,3239
2021,7,24,9,3320
2021,7,24,10,3480
2021,7,24,11,3639
2021,7,24,12,3790
2021,7,24,13,3900
2021,7,24,14,3944
2021,7,24,15,3880
2021,7,24,16,3697
2021,7,24,17,3526
2021,7,24,18,3380
2021,7,24,19,3224
2021,7,24,20,3164
2021,7,24,21,3184
2021,7,24,22,3332
2021,7,24,23,3526
2021,7,25,0,3706
2021,7,25,1,3868
2021,7,25,2,3984
2021,7,25,3,3993
2021,7,25,4,3857
2021,7,25,5,3650
2021,7,25,6,3515
2021,7,25,7,3371
2021,7,25,8,3262
2021,7,25,9,3254
2021,7,25,10,3349
2021,7,25,11,3513
2021,7,25,12,3668
2021,7,25,13,3808
2021,7,25,14,3928
2021,7,25,15,3971
2021,7,25,16,3871
2021,7,25,17,3699
2021,7,25,18,3540
2021,7,25,19,3346
2021,7,25,20,3222
2021,7,25,21,3182
2021,7,25,22,3245
2021,7,25,23,3405
2021,7,26,0,3602
2021,7,26,1,3774
2021,7,26,2,3918
2021,7,26,3,4000
2021,7,26,4,3986
2021,7,26,5,3839
2021,7,26,6,3657
2021,7,26,7,3489
2021,7,26,8,3350
2021,7,26,9,3273
2021,7,26,10,3276
2021,7,26,11,3381
2021,7,26,12,3546
2021,7,26,13,3700
2021,7,26,14,3841
2021,7,26,15,3931
2021,7,26,16,3938
2021,7,26,17,3810
2021,7,26,18,3658
2021,7,26,19,3497
2021,7,26,20,3336
2021,7,26,21,3236
2021,7,26,22,3201
2021,7,26,23,3267
2021,7,27,0,3414
2021,7,27,1,3599
2021,7,27,2,3749
2021,7,27,3,3891
2021,7,27,4,3963
2021,7,27,5,3895
2021,7,27,6,3725
2021,7,27,7,3580
2021,7,27,8,3417
2021,7,27,9,3300
2021,7,27,10,3242
2021,7,27,11,3273
2021,7,27,12,3375
2021,7,27,13,3544
2021,7,27,14,3676
2021,7,27,15,3805
2021,7,27,16,3892
2021,7,27,17,3883
2021,7,27,18,3759
2021,7,27,19,3619
2021,7,27,20,3468
2021,7,27,21,3339
2021,7,27,22,3259
2021,7,27,23,3248
2021,7,28,0,3324
2021,7,28,1,3455
2021,7,28,2,3629
2021,7,28,3,3781
2021,7,28,4,3908
2021,7,28,5,3930
2021,7,28,6,3849
2021,7,28,7,3678
2021,7,28,8,3529
2021,7,28,9,3384
2021,7,28,10,3277
2021,7,28,11,3243
2021,7,28,12,3290
2021,7,28,13,3412
2021,7,28,14,3570
2021,7,28,15,3704
2021,7,28,16,3818
2021,7,28,17,3889
2021,7,28,18,3872
2021,7,28,19,3715
2021,7,28,20,3618
2021,7,28,21,3470
2021,7,28,22,3340
2021,7,28,23,3272
2021,7,29,0,3290
2021,7,29,1,3385
2021,7,29,2,3546
2021,7,29,3,3686
2021,7,29,4,3820
2021,7,29,5,3909
2021,7,29,6,3923
2021,7,29,7,3791
2021,7,29,8,3640
2021,7,29,9,3517
2021,7,29,10,3392
2021,7,29,11,3310
2021,7,29,12,3294
2021,7,29,13,3343
2021,7,29,14,3475
2021,7,29,15,3616
2021,7,29,16,3729
2021,7,29,17,3826
2021,7,29,18,3872
2021,7,29,19,3843
2021,7,29,20,3681
2021,7,29,21,3563
2021,7,29,22,3452
2021,7,29,23,3349
2021,7,30,0,3307
2021,7,30,1,3329
2021,7,30,2,3423
2021,7,30,3,3568
2021,7,30,4,3684
2021,7,30,5,3795
2021,7,30,6,3866
2021,7,30,7,3825
2021,7,30,8,3719
2021,7,30,9,3583
2021,7,30,10,3466
2021,7,30,11,3351
2021,7,30,12,3283
2021,7,30,13,3307
2021,7,30,14,3369
2021,7,30,15,3509
2021,7,30,16,3615
2021,7,30,17,3723
2021,7,30,18,3803
2021,7,30,19,3847
2021,7,30,20,3801
2021,7,30,21,3673
2021,7,30,22,3561
2021,7,30,23,3468
2021,7,31,0,3395
2021,7,31,1,3383
2021,7,31,2,3421
2021,7,31,3,3534
2021,7,31,4,3633
2021,7,31,5,3735
2021,7,31,6,3818
2021,7,31,7,3860
2021,7,31,8,3801
2021,7,31,9,3680
2021,7,31,10,3559
2021,7,31,11,3457
2021,7,31,12,3367
2021,7,31,13,3319
2021,7,31,14,3327
2021,7,31,15,3403
2021,7,31,16,3527
2021,7,31,17,3626
2021,7,31,18,3725
2021,7,31,19,3785
2021,7,31,20,3799
2021,7,31,21,3731
2021,7,31,22,3623
2021,7,31,23,3527
2021,8,1,0,3446
2021,8,1,1,3371
2021,8,1,2,3352
2021,8,1,3,3409
2021,8,1,4,3507
2021,8,1,5,3603
2021,8,1,6,3681
2021,8,1,7,3760
2021,8,1,8,3769
2021,8,1,9,3700
2021,8,1,10,3605
2021,8,1,11,3494
2021,8,1,12,3392
2021,8,1,13,3314
2021,8,1,14,3277
2021,8,1,15,3291
2021,8,1,16,3391
2021,8,1,17,3519
2021,8,1,18,3622
2021,8,1,19,3713
2021,8,1,20,3771
2021,8,1,21,3783
2021,8,1,22,3718
2021,8,1,23,3630
2021,8,2,0,3541
2021,8,2,1,3467
2021,8,2,2,3410
2021,8,2,3,3388
2021,8,2,4,3453
2021,8,2,5,3531
2021,8,2,6,3605
2021,8,2,7,3704
2021,8,2,8,3749
2021,8,2,9,3751
2021,8,2,10,3679
2021,8,2,11,3552
2021,8,2,12,3453
2021,8,2,13,3365
2021,8,2,14,3296
2021,8,2,15,3264
2021,8,2,16,3282
2021,8,2,17,3369
2021,8,2,18,3488
2021,8,2,19,3592
2021,8,2,20,3684
2021,8,2,21,3756
2021,8,2,22,3771
2021,8,2,23,3680
2021,8,3,0,3589
2021,8,3,1,3497
2021,8,3,2,3428
2021,8,3,3,3361
2021,8,3,4,3358
2021,8,3,5,3433
2021,8,3,6,3521
2021,8,3,7,3620
2021,8,3,8,3703
2021,8,3,9,3759
2021,8,3,10,3747
2021,8,3,11,3679
2021,8,3,12,3560
2021,8,3,13,3446
2021,8,3,14,3336
2021,8,3,15,3271
2021,8,3,16,3269
2021,8,3,17,3322
2021,8,3,18,3420
2021,8,3,19,3548
2021,8,3,20,3631
2021,8,3,21,3734
2021,8,3,22,3789
2021,8,3,23,3772
2021,8,4,0,3685
2021,8,4,1,3523
2021,8,4,2,3452
2021,8,4,3,3407
2021,8,4,4,3364
2021,8,4,5,3362
2021,8,4,6,3441
2021,8,4,7,3545
2021,8,4,8,3645
2021,8,4,9,3716
2021,8,4,10,3760
2021,8,4,11,3745
2021,8,4,12,3665
2021,8,4,13,3547
2021,8,4,14,3433
2021,8,4,15,3337
2021,8,4,16,3272
2021,8,4,17,3259
2021,8,4,18,3325
2021,8,4,19,3409
2021,8,4,20,3564
2021,8,4,21,3631
2021,8,4,22,3727
2021,8,4,23,3790
2021,8,5,0,3795
2021,8,5,1,3694
2021,8,5,2,3566
2021,8,5,3,3467
2021,8,5,4,3395
2021,8,5,5,3364
2021,8,5,6,3383
2021,8,5,7,3468
2021,8,5,8,3561
2021,8,5,9,3649
2021,8,5,10,3732
2021,8,5,11,3764
2021,8,5,12,3750
2021,8,5,13,3638
2021,8,5,14,3516
2021,8,5,15,3403
2021,8,5,16,3298
2021,8,5,17,3236
2021,8,5,18,3231
2021,8,5,19,3294
2021,8,5,20,3421
2021,8,5,21,3544
2021,8,5,22,3659
2021,8,5,23,3765
2021,8,6,0,3817
2021,8,6,1,3795
2021,8,6,2,3679
2021,8,6,3,3556
2021,8,6,4,3458
2021,8,6,5,3369
2021,8,6,6,3342
2021,8,6,7,3384
2021,8,6,8,3480
2021,8,6,9,3588
2021,8,6,10,3693
2021,8,6,11,3767
2021,8,6,12,3806
2021,8,6,13,3752
2021,8,6,14,3625
2021,8,6,15,3501
2021,8,6,16,3381
2021,8,6,17,3273
2021,8,6,18,3224
2021,8,6,19,3240
2021,8,6,20,3318
2021,8,6,21,3459
2021,8,6,22,3595
2021,8,6,23,3719
2021,8,7,0,3810
2021,8,7,1,3848
2021,8,7,2,3767
2021,8,7,3,3633
2021,8,7,4,3510
2021,8,7,5,3410
2021,8,7,6,3331
2021,8,7,7,3301
2021,8,7,8,3367
2021,8,7,9,3474
2021,8,7,10,3606
2021,8,7,11,3711
2021,8,7,12,3801
2021,8,7,13,3837
2021,8,7,14,3769
2021,8,7,15,3623
2021,8,7,16,3482
2021,8,7,17,3353
2021,8,7,18,3256
2021,8,7,19,3218
2021,8,7,20,3256
2021,8,7,21,3376
2021,8,7,22,3534
2021,8,7,23,3676
2021,8,8,0,3806
2021,8,8,1,3884
2021,8,8,2,3883
2021,8,8,3,3772
2021,8,8,4,3633
2021,8,8,5,3508
2021,8,8,6,3384
2021,8,8,7,3297
2021,8,8,8,3298
2021,8,8,9,3389
2021,8,8,10,3534
2021,8,8,11,3668
2021,8,8,12,3771
2021,8,8,13,3862
2021,8,8,14,3879
2021,8,8,15,3772
2021,8,8,16,3609
2021,8,8,17,3464
2021,8,8,18,3339
2021,8,8,19,3246
2021,8,8,20,3218
2021,8,8,21,3291
2021,8,8,22,3445
2021,8,8,23,3593
2021,8,9,0,3748
2021,8,9,1,3881
2021,8,9,2,3934
2021,8,9,3,3897
2021,8,9,4,3744
2021,8,9,5,3595
2021,8,9,6,3471
2021,8,9,7,3361
2021,8,9,8,3313
2021,8,9,9,3340
2021,8,9,10,3452
2021,8,9,11,3603
2021,8,9,12,3721
2021,8,9,13,3821
2021,8,9,14,3890
2021,8,9,15,3877
2021,8,9,16,3747
2021,8,9,17,3571
2021,8,9,18,3436
2021,8,9,19,3305
2021,8,9,20,3223
2021,8,9,21,3219
2021,8,9,22,3315
2021,8,9,23,3483
2021,8,10,0,3645
2021,8,10,1,3800
2021,8,10,2,3897
2021,8,10,3,3943
2021,8,10,4,3847
2021,8,10,5,3685
2021,8,10,6,3529
2021,8,10,7,3402
2021,8,10,8,3297
2021,8,10,9,3269
2021,8,10,10,3336
2021,8,10,11,3472
2021,8,10,12,3605
2021,8,10,13,3736
2021,8,10,14,3857
2021,8,10,15,3912
2021,8,10,16,3852
2021,8,10,17,3698
2021,8,10,18,3539
2021,8,10,19,3393
2021,8,10,20,3272
2021,8,10,21,3219
2021,8,10,22,3249
2021,8,10,23,3370
2021,8,11,0,3534
2021,8,11,1,3684
2021,8,11,2,3824
2021,8,11,3,3931
2021,8,11,4,3945
2021,8,11,5,3811
2021,8,11,6,3625
2021,8,11,7,3473
2021,8,11,8,3338
2021,8,11,9,3259
2021,8,11,10,3247
2021,8,11,11,3335
2021,8,11,12,3488
2021,8,11,13,3630
2021,8,11,14,3772
2021,8,11,15,3888
2021,8,11,16,3927
2021,8,11,17,3838
2021,8,11,18,3660
2021,8,11,19,3507
2021,8,11,20,3361
2021,8,11,21,3262
2021,8,11,22,3219
2021,8,11,23,3280
2021,8,12,0,3420
2021,8,12,1,3583
2021,8,12,2,3735
2021,8,12,3,3861
2021,8,12,4,3937
2021,8,12,5,3912
2021,8,12,6,3745
2021,8,12,7,3571
2021,8,12,8,3418
2021,8,12,9,3296
2021,8,12,10,3218
2021,8,12,11,3234
2021,8,12,12,3342
2021,8,12,13,3510
2021,8,12,14,3640
2021,8,12,15,3777
2021,8,12,16,3881
2021,8,12,17,3889
2021,8,12,18,3793
2021,8,12,19,3606
2021,8,12,20,3460
2021,8,12,21,3329
2021,8,12,22,3239
2021,8,12,23,3230
2021,8,13,0,3317
2021,8,13,1,3461
2021,8,13,2,3628
2021,8,13,3,3730
2021,8,13,4,3876
2021,8,13,5,3945
2021,8,13,6,3836
2021,8,13,7,3678
2021,8,13,8,3530
2021,8,13,9,3395
2021,8,13,10,3269
2021,8,13,11,3227
2021,8,13,12,3246
2021,8,13,13,3359
2021,8,13,14,3524
2021,8,13,15,3685
2021,8,13,16,3827
2021,8,13,17,3920
2021,8,13,18,3945
2021,8,13,19,3811
2021,8,13,20,3647
2021,8,13,21,3526
2021,8,13,22,3405
2021,8,13,23,3328
2021,8,14,0,3347
2021,8,14,1,3420
2021,8,14,2,3561
2021,8,14,3,3690
2021,8,14,4,3795
2021,8,14,5,3888
2021,8,14,6,3904
2021,8,14,7,3809
2021,8,14,8,3652
2021,8,14,9,3514
2021,8,14,10,3385
2021,8,14,11,3306
2021,8,14,12,3239
2021,8,14,13,3251
2021,8,14,14,3360
2021,8,14,15,3534
2021,8,14,16,3691
2021,8,14,17,3823
2021,8,14,18,3858
2021,8,14,19,3843
2021,8,14,20,3729
2021,8,14,21,3580
2021,8,14,22,3462
2021,8,14,23,3340
2021,8,15,0,3273
2021,8,15,1,3275
2021,8,15,2,3405
2021,8,15,3,3494
2021,8,15,4,3621
2021,8,15,5,3735
2021,8,15,6,3833
2021,8,15,7,3821
2021,8,15,8,3718
2021,8,15,9,3593
2021,8,15,10,3464
2021,8,15,11,3325
2021,8,15,12,3227
2021,8,15,13,3188
2021,8,15,14,3216
2021,8,15,15,3322
2021,8,15,16,3490
2021,8,15,17,3627
2021,8,15,18,3763
2021,8,15,19,3849
2021,8,15,20,3849
2021,8,15,21,3749
2021,8,15,22,3598
2021,8,15,23,3474
2021,8,16,0,3371
2021,8,16,1,3311
2021,8,16,2,3320
2021,8,16,3,3400
2021,8,16,4,3543
2021,8,16,5,3663
2021,8,16,6,3767
2021,8,16,7,3839
2021,8,16,8,3843
2021,8,16,9,3742
2021,8,16,10,3607
2021,8,16,11,3466
2021,8,16,12,3338
2021,8,16,13,3247
2021,8,16,14,3208
2021,8,16,15,3243
2021,8,16,16,3364
2021,8,16,17,3529
2021,8,16,18,3649
2021,8,16,19,3772
2021,8,16,20,3857
2021,8,16,21,3862
2021,8,16,22,3767
2021,8,16,23,3622
2021,8,17,0,3516
2021,8,17,1,3402
2021,8,17,2,3319
2021,8,17,3,3315
2021,8,17,4,3400
2021,8,17,5,3533
2021,8,17,6,3645
2021,8,17,7,3737
2021,8,17,8,3807
2021,8,17,9,3827
2021,8,17,10,3735
2021,8,17,11,3605
2021,8,17,12,3471
2021,8,17,13,3341
2021,8,17,14,3242
2021,8,17,15,3197
2021,8,17,16,3226
2021,8,17,17,3355
2021,8,17,18,3514
2021,8,17,19,3649
2021,8,17,20,3780
2021,8,17,21,3879
2021,8,17,22,3889
2021,8,17,23,3813
2021,8,18,0,3677
2021,8,18,1,3544
2021,8,18,2,3430
2021,8,18,3,3357
2021,8,18,4,3364
2021,8,18,5,3451
2021,8,18,6,3584
2021,8,18,7,3705
2021,8,18,8,3811
2021,8,18,9,3894
2021,8,18,10,3899
2021,8,18,11,3815
2021,8,18,12,3674
2021,8,18,13,3518
2021,8,18,14,3378
2021,8,18,15,3269
2021,8,18,16,3204
2021,8,18,17,3231
2021,8,18,18,3331
2021,8,18,19,3494
2021,8,18,20,3633
2021,8,18,21,3774
2021,8,18,22,3866
2021,8,18,23,3891
2021,8,19,0,3806
2021,8,19,1,3651
2021,8,19,2,3515
2021,8,19,3,3403
2021,8,19,4,3324
2021,8,19,5,3302
2021,8,19,6,3365
2021,8,19,7,3484
2021,8,19,8,3613
2021,8,19,9,3728
2021,8,19,10,3833
2021,8,19,11,3872
2021,8,19,12,3799
2021,8,19,13,3639
2021,8,19,14,3485
2021,8,19,15,3348
2021,8,19,16,3241
2021,8,19,17,3193
2021,8,19,18,3232
2021,8,19,19,3344
2021,8,19,20,3514
2021,8,19,21,3659
2021,8,19,22,3803
2021,8,19,23,3914
2021,8,20,0,3956
2021,8,20,1,3872
2021,8,20,2,3697
2021,8,20,3,3553
2021,8,20,4,3427
2021,8,20,5,3341
2021,8,20,6,3319
2021,8,20,7,3391
2021,8,20,8,3535
2021,8,20,9,3670
2021,8,20,10,3790
2021,8,20,11,3889
2021,8,20,12,3929
2021,8,20,13,3869
2021,8,20,14,3692
2021,8,20,15,3544
2021,8,20,16,3398
2021,8,20,17,3286
2021,8,20,18,3233
2021,8,20,19,3258
2021,8,20,20,3377
2021,8,20,21,3561
2021,8,20,22,3719
2021,8,20,23,3871
2021,8,21,0,3986
2021,8,21,1,4018
2021,8,21,2,3908
2021,8,21,3,3726
2021,8,21,4,3593
2021,8,21,5,3447
2021,8,21,6,3350
2021,8,21,7,3335
2021,8,21,8,3410
2021,8,21,9,3564
2021,8,21,10,3728
2021,8,21,11,3864
2021,8,21,12,3971
2021,8,21,13,4011
2021,8,21,14,3919
2021,8,21,15,3744
2021,8,21,16,3594
2021,8,21,17,3441
2021,8,21,18,3316
2021,8,21,19,3254
2021,8,21,20,3293
2021,8,21,21,3439
2021,8,21,22,3635
2021,8,21,23,3789
2021,8,22,0,3944
2021,8,22,1,4034
2021,8,22,2,4028
2021,8,22,3,3878
2021,8,22,4,3691
2021,8,22,5,3532
2021,8,22,6,3380
2021,8,22,7,3305
2021,8,22,8,3316
2021,8,22,9,3423
2021,8,22,10,3591
2021,8,22,11,3736
2021,8,22,12,3869
2021,8,22,13,3978
2021,8,22,14,3993
2021,8,22,15,3875
2021,8,22,16,3690
2021,8,22,17,3532
2021,8,22,18,3376
2021,8,22,19,3262
2021,8,22,20,3224
2021,8,22,21,3291
2021,8,22,22,3442
2021,8,22,23,3623
2021,8,23,0,3786
2021,8,23,1,3934
2021,8,23,2,3991
2021,8,23,3,3944
2021,8,23,4,3775
2021,8,23,5,3615
2021,8,23,6,3465
2021,8,23,7,3330
2021,8,23,8,3263
2021,8,23,9,3291
2021,8,23,10,3400
2021,8,23,11,3591
2021,8,23,12,3742
2021,8,23,13,3878
2021,8,23,14,3982
2021,8,23,15,3978
2021,8,23,16,3829
2021,8,23,17,3656
2021,8,23,18,3506
2021,8,23,19,3358
2021,8,23,20,3261
2021,8,23,21,3247
2021,8,23,22,3327
2021,8,23,23,3495
2021,8,24,0,3665
2021,8,24,1,3822
2021,8,24,2,3952
2021,8,24,3,3986
2021,8,24,4,3925
2021,8,24,5,3751
2021,8,24,6,3581
2021,8,24,7,3437
2021,8,24,8,3339
2021,8,24,9,3294
2021,8,24,10,3357
2021,8,24,11,3494
2021,8,24,12,3654
2021,8,24,13,3798
2021,8,24,14,3930
2021,8,24,15,4003
2021,8,24,16,3963
2021,8,24,17,3795
2021,8,24,18,3633
2021,8,24,19,3479
2021,8,24,20,3342
2021,8,24,21,3282
2021,8,24,22,3300
2021,8,24,23,3418
2021,8,25,0,3597
2021,8,25,1,3747
2021,8,25,2,3897
2021,8,25,3,3999
2021,8,25,4,4006
2021,8,25,5,3867
2021,8,25,6,3691
2021,8,25,7,3530
2021,8,25,8,3383
2021,8,25,9,3310
2021,8,25,10,3314
2021,8,25,11,3456
2021,8,25,12,3548
2021,8,25,13,3695
2021,8,25,14,3834
2021,8,25,15,3965
2021,8,25,16,4034
2021,8,25,17,3962
2021,8,25,18,3788
2021,8,25,19,3620
2021,8,25,20,3478
2021,8,25,21,3388
2021,8,25,22,3371
2021,8,25,23,3458
2021,8,26,0,3523
2021,8,26,1,3672
2021,8,26,2,3813
2021,8,26,3,3930
2021,8,26,4,3995
2021,8,26,5,3960
2021,8,26,6,3797
2021,8,26,7,3656
2021,8,26,8,3512
2021,8,26,9,3386
2021,8,26,10,3336
2021,8,26,11,3352
2021,8,26,12,3415
2021,8,26,13,3566
2021,8,26,14,3704
2021,8,26,15,3837
2021,8,26,16,3940
2021,8,26,17,3961
2021,8,26,18,3863
2021,8,26,19,3722
2021,8,26,20,3586
2021,8,26,21,3462
2021,8,26,22,3384
2021,8,26,23,3373
2021,8,27,0,3437
2021,8,27,1,3574
2021,8,27,2,3707
2021,8,27,3,3830
2021,8,27,4,3937
2021,8,27,5,3962
2021,8,27,6,3874
2021,8,27,7,3729
2021,8,27,8,3583
2021,8,27,9,3441
2021,8,27,10,3350
2021,8,27,11,3326
2021,8,27,12,3348
2021,8,27,13,3471
2021,8,27,14,3612
2021,8,27,15,3739
2021,8,27,16,3854
2021,8,27,17,3927
2021,8,27,18,3904
2021,8,27,19,3781
2021,8,27,20,3645
2021,8,27,21,3526
2021,8,27,22,3439
2021,8,27,23,3382
2021,8,28,0,3391
2021,8,28,1,3469
2021,8,28,2,3590
2021,8,28,3,3714
2021,8,28,4,3837
2021,8,28,5,3908
2021,8,28,6,3889
2021,8,28,7,3791
2021,8,28,8,3669
2021,8,28,9,3539
2021,8,28,10,3447
2021,8,28,11,3384
2021,8,28,12,3370
2021,8,28,13,3411
2021,8,28,14,3521
2021,8,28,15,3651
2021,8,28,16,3771
2021,8,28,17,3868
2021,8,28,18,3906
2021,8,28,19,3834
2021,8,28,20,3726
2021,8,28,21,3604
2021,8,28,22,3518
2021,8,28,23,3437
2021,8,29,0,3401
2021,8,29,1,3427
2021,8,29,2,3513
2021,8,29,3,3620
2021,8,29,4,3708
2021,8,29,5,3785
2021,8,29,6,3824
2021,8,29,7,3794
2021,8,29,8,3701
2021,8,29,9,3582
2021,8,29,10,3483
2021,8,29,11,3394
2021,8,29,12,3340
2021,8,29,13,3335
2021,8,29,14,3393
2021,8,29,15,3507
2021,8,29,16,3617
2021,8,29,17,3701
2021,8,29,18,3777
2021,8,29,19,3803
2021,8,29,20,3741
2021,8,29,21,3638
2021,8,29,22,3546
2021,8,29,23,3463
2021,8,30,0,3390
2021,8,30,1,3356
2021,8,30,2,3392
2021,8,30,3,3481
2021,8,30,4,3583
2021,8,30,5,3655
2021,8,30,6,3717
2021,8,30,7,3738
2021,8,30,8,3694
2021,8,30,9,3585
2021,8,30,10,3491
2021,8,30,11,3410
2021,8,30,12,3327
2021,8,30,13,3284
2021,8,30,14,3285
2021,8,30,15,3358
2021,8,30,16,3475
2021,8,30,17,3575
2021,8,30,18,3665
2021,8,30,19,3730
2021,8,30,20,3756
2021,8,30,21,3716
2021,8,30,22,3617
2021,8,30,23,3547
2021,8,31,0,3482
2021,8,31,1,3423
2021,8,31,2,3401
2021,8,31,3,3448
2021,8,31,4,3544
2021,8,31,5,3617
2021,8,31,6,3686
2021,8,31,7,3741
2021,8,31,8,3764
2021,8,31,9,3712
2021,8,31,10,3619
2021,8,31,11,3526
2021,8,31,12,3428
2021,8,31,13,3351
2021,8,31,14,3314
2021,8,31,15,3338
2021,8,31,16,3418
2021,8,31,17,3517
2021,8,31,18,3607
2021,8,31,19,3694
2021,8,31,20,3759
2021,8,31,21,3785
2021,8,31,22,3735
2021,8,31,23,3622
2021,9,1,0,3566
2021,9,1,1,3490
2021,9,1,2,3439
2021,9,1,3,3423
2021,9,1,4,3450
2021,9,1,5,3542
2021,9,1,6,3621
2021,9,1,7,3687
2021,9,1,8,3740
2021,9,1,9,3759
